Gene_mouse,Gene_human,orthology_type,orthology_confidence
MBNL2,MBNL2,ortholog_one2one,1
MBNL3,MBNL3,ortholog_one2one,1
MBOAT2,MBOAT2,ortholog_one2one,1
MBOAT7,MBOAT7,ortholog_one2one,1
MBP,MBP,ortholog_one2one,1
MCAM,MCAM,ortholog_one2one,1
MCAT,MCAT,ortholog_one2one,1
MCC,MCC,ortholog_one2one,1
MCCC1,MCCC1,ortholog_one2one,1
MCCC2,MCCC2,ortholog_one2one,1
MCEE,MCEE,ortholog_one2one,1
MCF2L,MCF2L,ortholog_one2one,1
MCL1,MCL1,ortholog_one2one,1
MCM2,MCM2,ortholog_one2one,1
MCM3,MCM3,ortholog_one2one,1
MCM3AP,MCM3AP,ortholog_one2one,1
MCM4,MCM4,ortholog_one2one,1
MCM5,MCM5,ortholog_one2one,1
MCM6,MCM6,ortholog_one2one,1
MCM7,MCM7,ortholog_one2one,1
MCM9,MCM9,ortholog_one2one,1
MCMBP,MCMBP,ortholog_one2one,1
MCOLN1,MCOLN1,ortholog_one2one,1
MCTP1,MCTP1,ortholog_one2one,1
MCTS1,MCTS1,ortholog_one2one,1
MCU,MCU,ortholog_one2one,1
MDC1,MDC1,ortholog_one2one,0
MDH1,MDH1,ortholog_one2one,1
MDH2,MDH2,ortholog_one2one,1
MDM1,MDM1,ortholog_one2one,1
MDN1,MDN1,ortholog_one2one,1
ME1,ME1,ortholog_one2one,1
ME2,ME2,ortholog_one2one,1
ME3,ME3,ortholog_one2one,1
MECP2,MECP2,ortholog_one2one,1
MECR,MECR,ortholog_one2one,1
MED12,MED12,ortholog_one2one,1
MED13L,MED13L,ortholog_one2one,1
MED14,MED14,ortholog_one2one,1
MED15,MED15,ortholog_one2one,1
MED17,MED17,ortholog_one2one,1
MED19,MED19,ortholog_one2one,1
MED20,MED20,ortholog_one2one,1
MED23,MED23,ortholog_one2one,1
MED24,MED24,ortholog_one2one,1
MED25,MED25,ortholog_one2one,1
MED26,MED26,ortholog_one2one,1
MED27,MED27,ortholog_one2one,1
MED28,MED28,ortholog_one2one,1
MED31,MED31,ortholog_one2one,1
MED7,MED7,ortholog_one2one,1
MED8,MED8,ortholog_one2one,1
MEF2D,MEF2D,ortholog_one2one,1
MEMO1,MEMO1,ortholog_one2one,1
MEP1B,MEP1B,ortholog_one2one,1
MEPCE,MEPCE,ortholog_one2one,1
MET,MET,ortholog_one2one,1
METAP1,METAP1,ortholog_one2one,1
METAP2,METAP2,ortholog_one2one,1
METTL1,METTL1,ortholog_one2one,1
METTL13,METTL13,ortholog_one2one,1
METTL14,METTL14,ortholog_one2one,1
METTL16,METTL16,ortholog_one2one,1
METTL18,METTL18,ortholog_one2one,1
METTL2,METTL2A,ortholog_one2many,1
METTL2,METTL2B,ortholog_one2many,1
METTL21C,METTL21C,ortholog_one2one,1
METTL3,METTL3,ortholog_one2one,1
METTL9,METTL9,ortholog_one2one,1
MFAP3L,MFAP3L,ortholog_one2one,1
MFF,MFF,ortholog_one2one,1
MFGE8,MFGE8,ortholog_one2one,1
MFHAS1,MFHAS1,ortholog_one2one,1
MFN1,MFN1,ortholog_one2one,1
MFN2,MFN2,ortholog_one2one,1
MFSD6,MFSD6,ortholog_one2one,1
MGLL,MGLL,ortholog_one2one,1
MGMT,MGMT,ortholog_one2one,1
MGRN1,MGRN1,ortholog_one2one,1
MGST1,MGST1,ortholog_one2one,1
MGST3,MGST3,ortholog_one2one,1
MIA2,MIA2,ortholog_one2many,1
MIA2,CTAGE1,ortholog_one2many,0
MIA2,CTAGE15,ortholog_one2many,0
MIA2,CTAGE4,ortholog_one2many,0
MIA2,CTAGE6,ortholog_one2many,0
MIA2,CTAGE8,ortholog_one2many,0
MIA2,CTAGE9,ortholog_one2many,0
MIA3,MIA3,ortholog_one2one,1
MIB1,MIB1,ortholog_one2one,1
MICAL1,MICAL1,ortholog_one2one,1
MICAL2,MICAL2,ortholog_one2one,1
MICAL3,MICAL3,ortholog_one2one,1
MICALL1,MICALL1,ortholog_one2one,1
MICALL2,MICALL2,ortholog_one2one,1
MICU1,MICU1,ortholog_one2one,1
MID2,MID2,ortholog_one2one,1
MIEF1,MIEF1,ortholog_one2one,1
MIEF2,MIEF2,ortholog_one2one,1
MIER1,MIER1,ortholog_one2one,1
MIF,MIF,ortholog_one2one,1
MIF4GD,MIF4GD,ortholog_one2one,1
MINK1,MINK1,ortholog_one2one,1
MIOS,MIOS,ortholog_one2one,1
MIOX,MIOX,ortholog_one2one,1
MIPEP,MIPEP,ortholog_one2one,1
MISP,MISP,ortholog_one2one,1
MKI67,MKI67,ortholog_one2one,0
MKLN1,MKLN1,ortholog_one2one,1
MKNK1,MKNK1,ortholog_one2one,1
MKNK2,MKNK2,ortholog_one2one,1
MKRN1,MKRN1,ortholog_one2one,1
MKRN2,MKRN2,ortholog_one2one,1
MLC1,MLC1,ortholog_one2one,1
MLEC,MLEC,ortholog_one2one,1
MLH1,MLH1,ortholog_one2one,1
MLIP,MLIP,ortholog_one2one,1
MLKL,MLKL,ortholog_one2one,1
MLLT1,MLLT1,ortholog_one2one,1
MLLT3,MLLT3,ortholog_one2one,1
MLST8,MLST8,ortholog_one2one,1
MLX,MLX,ortholog_one2one,1
MLXIPL,MLXIPL,ortholog_one2one,1
MLYCD,MLYCD,ortholog_one2one,1
MMAA,MMAA,ortholog_one2one,1
MMAB,MMAB,ortholog_one2one,1
MMD,MMD,ortholog_one2one,1
MME,MME,ortholog_one2one,1
MMP19,MMP19,ortholog_one2one,1
MMP8,MMP8,ortholog_one2one,1
MMP9,MMP9,ortholog_one2one,1
MMS19,MMS19,ortholog_one2one,1
MNAT1,MNAT1,ortholog_one2one,1
MNDAL,MNDA,ortholog_one2many,0
MOB2,MOB2,ortholog_one2one,1
MOB3A,MOB3A,ortholog_one2one,1
MOB3B,MOB3B,ortholog_one2one,1
MOB3C,MOB3C,ortholog_one2one,1
MOB4,MOB4,ortholog_one2one,1
MOBP,MOBP,ortholog_one2one,1
MOCOS,MOCOS,ortholog_one2one,1
MOCS1,MOCS1,ortholog_one2one,1
MOCS3,MOCS3,ortholog_one2one,1
MOG,MOG,ortholog_one2one,1
MOGAT1,MOGAT1,ortholog_one2one,1
MOGS,MOGS,ortholog_one2one,1
MON1A,MON1A,ortholog_one2one,1
MON1B,MON1B,ortholog_one2one,1
MON2,MON2,ortholog_one2one,1
MORC3,MORC3,ortholog_one2one,1
MORF4L1,MORF4L1,ortholog_one2one,1
MORF4L2,MORF4L2,ortholog_one2one,1
MOSPD1,MOSPD1,ortholog_one2one,1
MOSPD2,MOSPD2,ortholog_one2one,1
MOSPD3,MOSPD3,ortholog_one2one,1
MOV10,MOV10,ortholog_one2one,1
MPC2,MPC2,ortholog_one2one,1
MPDZ,MPDZ,ortholog_one2one,1
MPEG1,MPEG1,ortholog_one2many,1
MPHOSPH10,MPHOSPH10,ortholog_one2one,1
MPHOSPH8,MPHOSPH8,ortholog_one2one,1
MPI,MPI,ortholog_one2one,1
MPND,MPND,ortholog_one2one,1
MPO,MPO,ortholog_one2one,1
MPP1,MPP1,ortholog_one2one,1
MPP2,MPP2,ortholog_one2one,1
MPP3,MPP3,ortholog_one2one,1
MPP7,MPP7,ortholog_one2one,1
MPPED1,MPPED1,ortholog_one2one,1
MPRIP,MPRIP,ortholog_one2one,1
MPV17,MPV17,ortholog_one2one,1
MPV17L2,MPV17L2,ortholog_one2one,1
MRC1,MRC1,ortholog_one2one,1
MRE11A,MRE11,ortholog_one2one,1
MRGPRF,MRGPRF,ortholog_one2one,1
MRI1,MRI1,ortholog_one2one,1
MRM1,MRM1,ortholog_one2one,1
MROH1,MROH1,ortholog_one2one,1
MRPL10,MRPL10,ortholog_one2one,1
MRPL11,MRPL11,ortholog_one2one,1
MRPL14,MRPL14,ortholog_one2one,1
MRPL16,MRPL16,ortholog_one2one,1
MRPL18,MRPL18,ortholog_one2one,1
MRPL19,MRPL19,ortholog_one2one,1
MRPL2,MRPL2,ortholog_one2one,1
MRPL20,MRPL20,ortholog_one2one,1
MRPL22,MRPL22,ortholog_one2one,0
MRPL27,MRPL27,ortholog_one2one,1
MRPL3,MRPL3,ortholog_one2one,1
MRPL30,MRPL30,ortholog_one2one,1
MRPL35,MRPL35,ortholog_one2one,1
MRPL37,MRPL37,ortholog_one2one,1
MRPL38,MRPL38,ortholog_one2one,1
MRPL39,MRPL39,ortholog_one2one,1
MRPL42,MRPL42,ortholog_one2one,1
MRPL44,MRPL44,ortholog_one2one,1
MRPL45,MRPL45,ortholog_one2one,1
MRPL46,MRPL46,ortholog_one2one,1
MRPL47,MRPL47,ortholog_one2one,1
MRPL50,MRPL50,ortholog_one2one,1
MRPL53,MRPL53,ortholog_one2one,1
MRPL54,MRPL54,ortholog_one2one,1
MRPL9,MRPL9,ortholog_one2one,1
MRPS11,MRPS11,ortholog_one2one,1
MRPS12,MRPS12,ortholog_one2one,1
MRPS14,MRPS14,ortholog_one2one,1
MRPS16,MRPS16,ortholog_one2one,1
MRPS17,MRPS17,ortholog_one2one,1
MRPS18A,MRPS18A,ortholog_one2one,1
MRPS18B,MRPS18B,ortholog_one2one,1
MRPS18C,MRPS18C,ortholog_one2one,1
MRPS2,MRPS2,ortholog_one2one,1
MRPS21,MRPS21,ortholog_one2one,1
MRPS22,MRPS22,ortholog_one2one,1
MRPS24,MRPS24,ortholog_one2one,1
MRPS27,MRPS27,ortholog_one2one,1
MRPS30,MRPS30,ortholog_one2one,1
MRPS31,MRPS31,ortholog_one2one,1
MRPS34,MRPS34,ortholog_one2one,1
MRPS35,MRPS35,ortholog_one2one,1
MRPS5,MRPS5,ortholog_one2one,1
MRPS6,MRPS6,ortholog_one2one,1
MRPS7,MRPS7,ortholog_one2one,1
MRPS9,MRPS9,ortholog_one2one,1
MRRF,MRRF,ortholog_one2one,1
MRS2,MRS2,ortholog_one2one,1
MRTO4,MRTO4,ortholog_one2one,1
MS4A6D,MS4A6A,ortholog_many2many,0
MS4A6D,MS4A6E,ortholog_many2many,0
MSH2,MSH2,ortholog_one2one,1
MSH6,MSH6,ortholog_one2one,1
MSI1,MSI1,ortholog_one2one,1
MSL1,MSL1,ortholog_one2one,1
MSN,MSN,ortholog_one2one,1
MSRA,MSRA,ortholog_one2one,1
MSRB1,MSRB1,ortholog_one2one,1
MSRB2,MSRB2,ortholog_one2one,1
MSRB3,MSRB3,ortholog_one2one,1
MSTO1,MSTO1,ortholog_one2one,1
MTA1,MTA1,ortholog_one2one,1
MTA2,MTA2,ortholog_one2one,1
MTAP,MTAP,ortholog_one2one,1
MTCH1,MTCH1,ortholog_one2one,1
MTCH2,MTCH2,ortholog_one2one,1
MTCL1,MTCL1,ortholog_one2one,1
MTFMT,MTFMT,ortholog_one2one,1
MTFR1,MTFR1,ortholog_one2one,1
MTFR1L,MTFR1L,ortholog_one2one,1
MTG1,MTG1,ortholog_one2one,1
MTHFD1,MTHFD1,ortholog_one2one,1
MTHFD1L,MTHFD1L,ortholog_one2one,1
MTHFD2,MTHFD2,ortholog_one2one,1
MTHFR,MTHFR,ortholog_one2one,1
MTHFS,MTHFS,ortholog_one2many,1
MTHFSL,MTHFS,ortholog_one2many,0
MTIF2,MTIF2,ortholog_one2one,1
MTIF3,MTIF3,ortholog_one2one,1
MTM1,MTM1,ortholog_one2one,1
MTMR1,MTMR1,ortholog_one2one,1
MTMR10,MTMR10,ortholog_one2one,1
MTMR12,MTMR12,ortholog_one2one,1
MTMR14,MTMR14,ortholog_one2one,1
MTMR2,MTMR2,ortholog_one2one,1
MTMR3,MTMR3,ortholog_one2one,1
MTMR6,MTMR6,ortholog_one2one,1
MTMR7,MTMR7,ortholog_one2one,1
MTMR9,MTMR9,ortholog_one2one,1
MTO1,MTO1,ortholog_one2one,1
MTOR,MTOR,ortholog_one2one,1
MTPAP,MTPAP,ortholog_one2one,1
MTR,MTR,ortholog_one2one,1
MTRF1,MTRF1,ortholog_one2one,1
MTRF1L,MTRF1L,ortholog_one2one,1
MTSS1,MTSS1,ortholog_one2one,1
MTTP,MTTP,ortholog_one2one,1
MTUS1,MTUS1,ortholog_one2one,1
MTUS2,MTUS2,ortholog_one2one,1
MTX1,MTX1,ortholog_one2one,1
MTX2,MTX2,ortholog_one2one,1
MTX3,MTX3,ortholog_one2one,1
MUC19,MUC19,ortholog_one2one,0
MUC5B,MUC5B,ortholog_one2one,0
MUG1,PZP,ortholog_many2many,1
MUG1,CPAMD8,ortholog_many2many,0
MUL1,MUL1,ortholog_one2one,1
MVB12A,MVB12A,ortholog_one2one,1
MVB12B,MVB12B,ortholog_one2one,1
MVD,MVD,ortholog_one2one,1
MVK,MVK,ortholog_one2one,1
MVP,MVP,ortholog_one2one,1
MYADM,MYADM,ortholog_one2one,1
MYBBP1A,MYBBP1A,ortholog_one2one,1
MYBPC1,MYBPC1,ortholog_one2one,1
MYBPC2,MYBPC2,ortholog_one2one,1
MYBPC3,MYBPC3,ortholog_one2one,1
MYBPH,MYBPH,ortholog_one2one,1
MYBPHL,MYBPHL,ortholog_one2one,1
MYCBP2,MYCBP2,ortholog_one2one,1
MYD88,MYD88,ortholog_one2one,1
MYEF2,MYEF2,ortholog_one2many,1
MYG1,MYG1,ortholog_one2one,1
MYH1,MYH1,ortholog_one2one,1
MYH10,MYH10,ortholog_one2one,1
MYH11,MYH11,ortholog_one2one,1
MYH14,MYH14,ortholog_one2one,1
MYH6,MYH6,ortholog_one2one,1
MYH7,MYH7,ortholog_one2one,1
MYH7B,MYH7B,ortholog_one2one,1
MYH8,MYH8,ortholog_one2one,1
MYH9,MYH9,ortholog_one2one,1
MYL1,MYL1,ortholog_one2one,1
MYL12A,MYL12A,ortholog_one2one,1
MYL12B,MYL12B,ortholog_one2one,1
MYL3,MYL3,ortholog_one2one,1
MYL4,MYL4,ortholog_one2one,1
MYL6B,MYL6B,ortholog_one2one,1
MYL7,MYL7,ortholog_one2one,1
MYL9,MYL9,ortholog_one2one,1
MYLK,MYLK,ortholog_one2one,1
MYLK2,MYLK2,ortholog_one2one,1
MYLK3,MYLK3,ortholog_one2one,1
MYLK4,MYLK4,ortholog_one2one,0
MYLPF,MYL11,ortholog_one2one,1
MYO10,MYO10,ortholog_one2one,1
MYO15B,MYO15B,ortholog_one2one,1
MYO16,MYO16,ortholog_one2one,1
MYO18A,MYO18A,ortholog_one2one,1
MYO18B,MYO18B,ortholog_one2one,1
MYO19,MYO19,ortholog_one2one,1
MYO1B,MYO1B,ortholog_one2one,1
MYO1C,MYO1C,ortholog_one2one,1
MYO1D,MYO1D,ortholog_one2one,1
MYO1E,MYO1E,ortholog_one2one,1
MYO1F,MYO1F,ortholog_one2one,1
MYO1G,MYO1G,ortholog_one2one,1
MYO3B,MYO3B,ortholog_one2one,1
MYO5A,MYO5A,ortholog_one2one,1
MYO5B,MYO5B,ortholog_one2one,1
MYO5C,MYO5C,ortholog_one2one,1
MYO6,MYO6,ortholog_one2one,1
MYO7A,MYO7A,ortholog_one2one,1
MYO7B,MYO7B,ortholog_one2one,1
MYO9A,MYO9A,ortholog_one2one,1
MYO9B,MYO9B,ortholog_one2one,1
MYOF,MYOF,ortholog_one2one,1
MYOM1,MYOM1,ortholog_one2one,1
MYOM2,MYOM2,ortholog_one2one,1
MYOM3,MYOM3,ortholog_one2one,1
MYOT,MYOT,ortholog_one2one,1
MYOZ3,MYOZ3,ortholog_one2one,1
MYPN,MYPN,ortholog_one2one,1
MYZAP,MYZAP,ortholog_one2one,1
MZT2,MZT2A,ortholog_one2many,0
MZT2,MZT2B,ortholog_one2many,0
N4BP1,N4BP1,ortholog_one2one,1
N6AMT1,HEMK2,ortholog_one2one,1
NAA10,NAA10,ortholog_one2one,1
NAA15,NAA15,ortholog_one2one,1
NAA16,NAA16,ortholog_one2one,1
NAA20,NAA20,ortholog_one2one,1
NAA25,NAA25,ortholog_one2one,1
NAA30,NAA30,ortholog_one2one,1
NAA35,NAA35,ortholog_one2one,1
NAA40,NAA40,ortholog_one2one,1
NAA50,NAA50,ortholog_one2one,1
NAALAD2,NAALAD2,ortholog_one2one,1
NAB2,NAB2,ortholog_one2one,1
NABP2,NABP2,ortholog_one2one,1
NACA,NACA,ortholog_one2one,0
NACAD,NACAD,ortholog_one2one,1
NACC1,NACC1,ortholog_one2one,1
NADK,NADK,ortholog_one2one,1
NADK2,NADK2,ortholog_one2one,1
NADSYN1,NADSYN1,ortholog_one2one,1
NAE1,NAE1,ortholog_one2one,1
NAGA,NAGA,ortholog_one2one,1
NAGK,NAGK,ortholog_one2one,1
NAGLU,NAGLU,ortholog_one2one,1
NAGS,NAGS,ortholog_one2one,1
NALCN,NALCN,ortholog_one2one,1
NAMPT,NAMPT,ortholog_one2one,1
NANOS1,NANOS1,ortholog_one2one,1
NANP,NANP,ortholog_one2one,1
NANS,NANS,ortholog_one2one,1
NAP1L1,NAP1L1,ortholog_one2one,1
NAP1L4,NAP1L4,ortholog_one2one,1
NAPA,NAPA,ortholog_one2one,1
NAPB,NAPB,ortholog_one2one,1
NAPEPLD,NAPEPLD,ortholog_one2one,1
NAPG,NAPG,ortholog_one2one,1
NAPSA,NAPSA,ortholog_one2one,1
NARF,NARF,ortholog_one2one,1
NARS2,NARS2,ortholog_one2one,1
NASP,NASP,ortholog_one2one,1
NAT10,NAT10,ortholog_one2one,1
NAT14,NAT14,ortholog_one2one,1
NAT9,NAT9,ortholog_one2one,1
NAV1,NAV1,ortholog_one2one,1
NAV3,NAV3,ortholog_one2one,1
NBAS,NBAS,ortholog_one2one,1
NBEA,NBEA,ortholog_one2one,1
NBEAL1,NBEAL1,ortholog_one2one,1
NBEAL2,NBEAL2,ortholog_one2one,1
NBN,NBN,ortholog_one2one,1
NCALD,NCALD,ortholog_one2one,1
NCAM1,NCAM1,ortholog_one2one,1
NCAM2,NCAM2,ortholog_one2one,1
NCAN,NCAN,ortholog_one2one,1
NCAPD2,NCAPD2,ortholog_one2one,1
NCAPD3,NCAPD3,ortholog_one2one,1
NCAPG,NCAPG,ortholog_one2one,1
NCAPG2,NCAPG2,ortholog_one2one,1
NCAPH,NCAPH,ortholog_one2one,1
NCAPH2,NCAPH2,ortholog_one2one,1
NCBP1,NCBP1,ortholog_one2one,1
NCCRP1,NCCRP1,ortholog_one2one,1
NCDN,NCDN,ortholog_one2one,1
NCEH1,NCEH1,ortholog_one2one,1
NCF1,NCF1,ortholog_one2one,1
NCF2,NCF2,ortholog_one2one,1
NCF4,NCF4,ortholog_one2one,1
NCK1,NCK1,ortholog_one2one,1
NCK2,NCK2,ortholog_one2one,1
NCKAP1,NCKAP1,ortholog_one2one,1
NCKAP1L,NCKAP1L,ortholog_one2one,1
NCKAP5,NCKAP5,ortholog_one2one,1
NCKIPSD,NCKIPSD,ortholog_one2one,1
NCL,NCL,ortholog_one2one,1
NCOA1,NCOA1,ortholog_one2one,1
NCOA3,NCOA3,ortholog_one2one,1
NCOA4,NCOA4,ortholog_one2one,1
NCOA5,NCOA5,ortholog_one2one,1
NCOA7,NCOA7,ortholog_one2one,1
NCOR1,NCOR1,ortholog_one2one,1
NCOR2,NCOR2,ortholog_one2one,1
NCS1,NCS1,ortholog_one2one,1
NCSTN,NCSTN,ortholog_one2one,1
NDC1,NDC1,ortholog_one2one,1
NDEL1,NDEL1,ortholog_one2one,1
NDFIP2,NDFIP2,ortholog_one2one,1
NDOR1,NDOR1,ortholog_one2one,1
NDRG1,NDRG1,ortholog_one2one,1
NDRG2,NDRG2,ortholog_one2one,1
NDRG3,NDRG3,ortholog_one2one,1
NDUFA10,NDUFA10,ortholog_one2one,1
NDUFA11,NDUFA11,ortholog_one2one,1
NDUFA12,NDUFA12,ortholog_one2one,1
NDUFA2,NDUFA2,ortholog_one2one,1
NDUFA5,NDUFA5,ortholog_one2one,1
NDUFA7,NDUFA7,ortholog_one2one,1
NDUFA8,NDUFA8,ortholog_one2one,1
NDUFA9,NDUFA9,ortholog_one2one,1
NDUFAB1,NDUFAB1,ortholog_one2one,1
NDUFAF1,NDUFAF1,ortholog_one2one,1
NDUFAF3,NDUFAF3,ortholog_one2one,1
NDUFAF5,NDUFAF5,ortholog_one2one,1
NDUFAF6,NDUFAF6,ortholog_one2one,1
NDUFAF7,NDUFAF7,ortholog_one2one,1
NDUFB10,NDUFB10,ortholog_one2one,1
NDUFB7,NDUFB7,ortholog_one2one,1
NDUFB8,NDUFB8,ortholog_one2one,1
NDUFB9,NDUFB9,ortholog_one2one,1
NDUFS1,NDUFS1,ortholog_one2one,1
NDUFS2,NDUFS2,ortholog_one2one,1
NDUFS5,NDUFS5,ortholog_one2one,1
NDUFS6,NDUFS6,ortholog_one2one,1
NDUFV1,NDUFV1,ortholog_one2one,1
NDUFV3,NDUFV3,ortholog_one2one,1
NEB,NEB,ortholog_one2one,1
NEBL,NEBL,ortholog_one2one,1
NECAB1,NECAB1,ortholog_one2one,1
NECAB2,NECAB2,ortholog_one2one,1
NECAB3,NECAB3,ortholog_one2one,1
NECAP2,NECAP2,ortholog_one2one,1
NEDD1,NEDD1,ortholog_one2one,1
NEDD4,NEDD4,ortholog_one2one,1
NEDD4L,NEDD4L,ortholog_one2one,1
NEDD9,NEDD9,ortholog_one2one,1
NEFH,NEFH,ortholog_one2one,1
NEFL,NEFL,ortholog_one2one,1
NEGR1,NEGR1,ortholog_one2one,1
NEIL1,NEIL1,ortholog_one2one,1
NEK1,NEK1,ortholog_one2one,1
NEK3,NEK3,ortholog_one2one,1
NEK6,NEK6,ortholog_one2one,1
NEK7,NEK7,ortholog_one2one,1
NEK9,NEK9,ortholog_one2one,1
NELFA,NELFA,ortholog_one2one,1
NELFB,NELFB,ortholog_one2one,1
NELFCD,NELFCD,ortholog_one2one,1
NELFE,NELFE,ortholog_one2one,1
NEMF,NEMF,ortholog_one2one,1
NES,NES,ortholog_one2one,1
NEU1,NEU1,ortholog_one2one,1
NEU2,NEU2,ortholog_one2one,1
NEURL2,NEURL2,ortholog_one2one,1
NEURL4,NEURL4,ortholog_one2one,1
NEXN,NEXN,ortholog_one2one,1
NF1,NF1,ortholog_one2one,1
NFASC,NFASC,ortholog_one2one,1
NFAT5,NFAT5,ortholog_one2one,1
NFATC1,NFATC1,ortholog_one2one,1
NFATC2,NFATC2,ortholog_one2one,1
NFIA,NFIA,ortholog_one2one,1
NFIC,NFIC,ortholog_one2one,1
NFIX,NFIX,ortholog_one2one,1
NFKB1,NFKB1,ortholog_one2one,1
NFKB2,NFKB2,ortholog_one2one,1
NFKBIB,NFKBIB,ortholog_one2one,1
NFKBIE,NFKBIE,ortholog_one2one,1
NFS1,NFS1,ortholog_one2one,1
NFX1,NFX1,ortholog_one2one,1
NFXL1,NFXL1,ortholog_one2one,1
NGB,NGB,ortholog_one2one,1
NGEF,NGEF,ortholog_one2one,1
NGLY1,NGLY1,ortholog_one2one,1
NHLRC2,NHLRC2,ortholog_one2one,1
NHP2,NHP2,ortholog_one2one,1
NHSL1,NHSL1,ortholog_one2one,1
NHSL2,NHSL2,ortholog_one2one,1
NICN1,NICN1,ortholog_one2one,1
NID1,NID1,ortholog_one2one,1
NID2,NID2,ortholog_one2one,1
NIF3L1,NIF3L1,ortholog_one2one,1
NIFK,NIFK,ortholog_one2one,1
NIN,NIN,ortholog_one2one,1
NIP7,NIP7,ortholog_one2one,1
NIPBL,NIPBL,ortholog_one2one,1
NIPSNAP1,NIPSNAP1,ortholog_one2one,1
NIPSNAP3B,NIPSNAP3B,ortholog_many2many,1
NIPSNAP3B,NIPSNAP3A,ortholog_many2many,0
NISCH,NISCH,ortholog_one2one,1
NIT1,NIT1,ortholog_one2one,1
NIT2,NIT2,ortholog_one2one,1
NKIRAS2,NKIRAS2,ortholog_one2one,1
NKRF,NKRF,ortholog_one2one,1
NKTR,NKTR,ortholog_one2one,1
NKX2-1,NKX2-1,ortholog_one2one,1
NLGN2,NLGN2,ortholog_one2one,1
NLGN4L,NLGN4X,ortholog_one2many,0
NLGN4L,NLGN4Y,ortholog_one2many,0
NLK,NLK,ortholog_one2one,1
NLN,NLN,ortholog_one2one,1
NLRC4,NLRC4,ortholog_one2one,1
NLRC5,NLRC5,ortholog_one2one,1
NLRP4C,NLRP4,ortholog_one2many,1
NLRX1,NLRX1,ortholog_one2one,1
NMD3,NMD3,ortholog_one2one,1
NME1,NME1,ortholog_one2one,1
NME2,NME2,ortholog_one2one,1
NME3,NME3,ortholog_one2one,1
NME7,NME7,ortholog_one2one,1
NMI,NMI,ortholog_one2one,1
NMNAT1,NMNAT1,ortholog_one2one,1
NMNAT3,NMNAT3,ortholog_one2one,1
NMRAL1,NMRAL1,ortholog_one2one,1
NMRK1,NMRK1,ortholog_one2one,1
NMT1,NMT1,ortholog_one2one,1
NMT2,NMT2,ortholog_one2one,1
NNMT,NNMT,ortholog_one2one,1
NNT,NNT,ortholog_one2many,1
NOA1,NOA1,ortholog_one2one,1
NOC2L,NOC2L,ortholog_one2one,1
NOC3L,NOC3L,ortholog_one2one,1
NOD1,NOD1,ortholog_one2one,1
NOL10,NOL10,ortholog_one2one,1
NOL11,NOL11,ortholog_one2one,1
NOL3,NOL3,ortholog_one2one,1
NOL6,NOL6,ortholog_one2one,1
NOL7,NOL7,ortholog_one2one,1
NOL8,NOL8,ortholog_one2one,1
NOL9,NOL9,ortholog_one2one,1
NOMO1,NOMO1,ortholog_one2many,1
NOMO1,NOMO2,ortholog_one2many,1
NOMO1,NOMO3,ortholog_one2many,1
NONO,NONO,ortholog_one2one,1
NOP10,NOP10,ortholog_one2one,1
NOP16,NOP16,ortholog_one2one,1
NOP2,NOP2,ortholog_one2one,1
NOP56,NOP56,ortholog_one2one,1
NOP58,NOP58,ortholog_one2one,1
NOP9,NOP9,ortholog_one2one,1
NOS1,NOS1,ortholog_one2one,1
NOS1AP,NOS1AP,ortholog_one2one,1
NOS3,NOS3,ortholog_one2one,1
NOSIP,NOSIP,ortholog_one2one,1
NOSTRIN,NOSTRIN,ortholog_one2one,1
NOTCH1,NOTCH1,ortholog_one2one,1
NOTCH2,NOTCH2,ortholog_one2one,1
NOTCH3,NOTCH3,ortholog_one2one,1
NPC2,NPC2,ortholog_one2one,1
NPEPL1,NPEPL1,ortholog_one2one,1
NPEPPS,NPEPPS,ortholog_one2one,1
NPHP1,NPHP1,ortholog_one2one,1
NPL,NPL,ortholog_one2one,1
NPLOC4,NPLOC4,ortholog_one2one,1
NPM3,NPM3,ortholog_one2one,1
NPNT,NPNT,ortholog_one2one,1
NPPA,NPPA,ortholog_one2one,1
NPR1,NPR1,ortholog_one2one,1
NPR2,NPR2,ortholog_one2one,1
NPR3,NPR3,ortholog_one2one,1
NPRL3,NPRL3,ortholog_one2one,1
NPTN,NPTN,ortholog_one2one,1
NPTX1,NPTX1,ortholog_one2one,1
NPTXR,NPTXR,ortholog_one2one,1
NQO1,NQO1,ortholog_one2one,1
NQO2,NQO2,ortholog_one2one,1
NR1D1,NR1D1,ortholog_one2one,1
NR1H3,NR1H3,ortholog_one2one,1
NR2C2,NR2C2,ortholog_one2one,1
NR2F2,NR2F2,ortholog_one2one,1
NR3C1,NR3C1,ortholog_one2one,1
NRAP,NRAP,ortholog_one2one,1
NRAS,NRAS,ortholog_one2one,1
NRBF2,NRBF2,ortholog_one2one,1
NRBP1,NRBP1,ortholog_one2one,1
NRBP2,NRBP2,ortholog_one2one,1
NRCAM,NRCAM,ortholog_one2one,1
NRDE2,NRDE2,ortholog_one2one,1
NRF1,NRF1,ortholog_one2one,1
NRIP2,NRIP2,ortholog_one2one,1
NRIP3,NRIP3,ortholog_one2one,1
NRXN1,NRXN1,ortholog_one2one,1
NRXN2,NRXN2,ortholog_one2one,1
NRXN3,NRXN3,ortholog_one2one,1
NSA2,NSA2,ortholog_one2one,1
